gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,0,72,1,0,0,1,1,1,1,1,0,2,0,0,74.4000015258789,5360.75,0
0,1,1,0,72,1,1,1,1,1,1,1,0,0,2,1,0,93.0500030517578,6735.0498046875,0
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,51.20000076293945,51.20000076293945,0
1,0,0,1,15,1,0,0,1,1,1,1,0,0,1,0,1,65.5999984741211,1010.0,0
1,0,0,0,60,1,1,0,0,0,1,1,1,1,1,0,1,80.55000305175781,4847.0498046875,0
0,0,0,0,56,1,0,0,1,0,1,0,0,0,1,0,3,52.70000076293945,3019.699951171875,0
1,0,0,0,8,1,0,2,0,0,0,0,0,0,2,0,3,20.850000381469727,161.64999389648438,0
1,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,1,80.0999984741211,217.5500030517578,1
1,0,1,0,49,1,1,0,0,0,0,0,0,0,0,1,1,52.150001525878906,2583.75,0
1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,80.19999694824219,146.0500030517578,1
1,0,0,0,6,1,0,1,1,1,1,1,0,1,0,1,0,98.1500015258789,567.4500122070312,1
0,0,0,0,70,1,1,1,1,1,1,1,1,1,2,1,0,114.9499969482422,7711.25,0
0,0,0,0,12,1,1,1,0,1,1,1,1,1,0,1,3,112.9499969482422,1384.75,1
0,1,1,0,52,1,0,1,1,0,1,1,1,1,1,1,0,104.4499969482422,5481.25,0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,113.6500015258789,8124.2001953125,0
1,0,0,0,40,1,0,2,0,0,0,0,0,0,2,1,0,20.600000381469727,827.2999877929688,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9000015258789,70.9000015258789,1
1,1,0,0,3,1,0,1,0,0,1,0,1,0,0,1,2,86.8499984741211,220.9499969482422,1
1,1,0,0,40,1,0,1,0,0,0,0,1,1,0,1,2,91.5500030517578,3673.60009765625,0
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,49.84999847412109,49.84999847412109,0
0,0,1,0,30,1,0,2,0,0,0,0,0,0,1,0,1,19.799999237060547,576.6500244140625,0
0,0,1,1,23,1,0,1,1,0,0,1,1,1,0,1,2,99.8499984741211,2331.300048828125,1
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,74.5,74.5,1
1,1,1,0,44,1,1,1,0,0,1,1,1,1,0,0,2,104.1500015258789,4495.64990234375,0
0,0,0,0,65,1,1,1,0,1,1,1,1,1,0,1,2,109.1500015258789,6941.2001953125,1
1,1,0,0,7,1,0,0,1,0,0,0,0,0,0,1,2,48.20000076293945,340.3500061035156,0
0,1,0,0,72,1,1,2,0,0,0,0,0,0,2,1,1,25.100000381469727,1789.9000244140625,0
1,1,0,0,8,1,1,1,0,0,0,1,1,1,0,1,1,100.1500015258789,908.5499877929688,0
1,0,0,0,16,1,1,0,0,0,1,0,0,1,0,1,1,65.19999694824219,1043.3499755859375,1
0,1,1,1,66,1,1,1,0,0,1,0,1,1,0,1,1,99.5,6822.14990234375,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55000305175781,71.55000305175781,1
0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,3,55.900001525878906,157.5500030517578,0
0,0,1,0,53,1,1,1,1,0,1,0,0,1,0,0,2,93.9000015258789,5029.2001953125,1
0,1,1,0,8,1,0,0,0,0,1,1,0,1,0,1,1,64.4000015258789,581.7000122070312,0
0,1,1,0,69,1,1,1,0,1,1,1,1,1,2,1,0,108.4000015258789,7318.2001953125,1
1,0,0,0,5,1,0,1,0,1,0,0,1,0,0,1,3,85.30000305175781,420.4500122070313,0
1,0,1,1,72,1,1,1,1,0,1,1,1,1,2,0,3,107.4499969482422,7576.7001953125,0
1,0,1,0,13,0,0,0,0,0,1,0,1,1,0,1,0,48.75,633.4000244140625,1
1,0,0,0,4,1,1,1,0,0,0,0,1,0,0,1,2,85.6500015258789,321.6499938964844,1
1,0,1,1,54,1,1,0,1,1,1,1,1,1,2,0,1,91.3000030517578,4965.0,0
0,0,1,0,72,1,1,0,0,1,1,1,1,1,2,0,0,85.94999694824219,6151.89990234375,0
0,0,0,0,12,1,1,1,0,1,1,0,1,1,0,1,2,106.6999969482422,1253.9000244140625,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,25.149999618530277,25.149999618530277,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.20000076293945,45.20000076293945,0
1,0,1,0,54,1,1,1,0,1,1,1,1,1,1,0,2,110.3499984741211,5893.14990234375,1
0,0,1,1,69,1,1,1,0,0,1,0,0,0,2,1,1,79.19999694824219,5420.64990234375,0
1,0,0,0,48,1,0,0,1,1,0,0,0,0,2,0,1,55.5,2627.35009765625,0
1,0,1,1,48,1,1,1,1,1,0,0,1,1,1,1,1,103.25,5037.5498046875,1
1,0,1,0,8,1,1,1,0,0,0,1,0,1,0,1,2,90.25,743.75,0
0,0,1,1,71,1,1,0,1,1,1,1,1,1,2,1,3,91.25,6589.60009765625,0
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,47.79999923706055,92.4499969482422,1
0,0,1,0,67,1,0,1,1,1,0,0,1,1,1,1,1,100.9000015258789,6733.14990234375,0
0,0,1,1,34,1,1,1,0,1,0,0,1,1,0,1,0,97.6999969482422,3410.0,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.8499984741211,199.8500061035156,0
1,0,1,1,9,1,0,0,0,1,0,1,1,0,1,1,3,65.5999984741211,593.2999877929688,0
0,0,1,1,71,1,0,1,1,1,1,0,1,1,1,1,0,104.6500015258789,7288.39990234375,0
0,0,0,0,57,1,1,1,0,0,0,1,1,0,2,1,1,90.4499969482422,5229.7998046875,0
0,0,0,0,72,0,0,0,1,1,1,1,1,1,2,1,0,63.70000076293945,4464.7998046875,0
1,1,1,1,48,1,0,1,1,0,1,1,1,1,0,1,2,104.5,5068.0498046875,0
0,0,0,0,18,1,0,2,0,0,0,0,0,0,1,0,3,20.100000381469727,401.8500061035156,0
0,0,1,1,43,1,1,1,0,0,1,1,1,1,1,1,1,104.3000030517578,4451.85009765625,0
1,0,1,1,72,1,1,0,1,1,1,1,1,1,2,1,0,93.25,6688.9501953125,0
0,0,1,1,35,1,1,0,0,0,0,1,1,1,1,1,0,73.44999694824219,2661.10009765625,0
0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,3,20.700000762939453,73.05000305175781,0
1,0,1,1,49,1,1,2,0,0,0,0,0,0,2,0,3,25.25,1211.6500244140625,0
1,0,1,1,71,1,1,1,1,1,1,0,1,0,2,0,0,100.5,7030.64990234375,0
0,0,1,1,11,1,0,1,0,0,0,0,1,1,0,0,2,90.5999984741211,1020.2000122070312,0
0,0,1,1,63,1,1,0,1,1,1,1,1,1,2,1,1,89.4000015258789,5597.64990234375,0
1,1,0,0,65,1,1,1,0,1,1,0,1,0,0,1,0,95.4499969482422,6223.2998046875,0
1,0,0,1,49,1,0,2,0,0,0,0,0,0,2,0,1,20.450000762939453,1024.6500244140625,0
1,0,0,0,29,1,1,1,0,0,1,0,1,1,0,1,1,98.5999984741211,2933.199951171875,1
1,1,1,0,15,1,1,1,0,0,1,1,0,0,0,1,2,83.05000305175781,1258.300048828125,1
1,0,1,1,4,1,0,2,0,0,0,0,0,0,0,1,2,19.950000762939453,82.9000015258789,0
1,0,1,0,72,1,1,1,0,1,1,1,1,1,1,0,1,109.1500015258789,7789.60009765625,0
1,1,1,0,26,1,0,1,0,0,1,0,1,0,0,1,1,85.69999694824219,2067.0,0
1,1,1,0,35,1,1,1,0,0,1,0,1,1,0,0,0,102.0500030517578,3452.550048828125,0
1,0,0,0,57,1,1,1,0,1,0,1,0,1,1,0,2,94.6999969482422,5468.9501953125,0
0,0,1,1,28,1,1,0,0,1,0,0,0,1,0,0,2,64.4000015258789,1802.1500244140625,0
1,0,1,0,25,1,1,2,0,0,0,0,0,0,1,1,3,26.799999237060547,733.5499877929688,0
1,0,1,0,47,1,0,0,1,0,1,0,1,0,1,1,1,66.05000305175781,3021.449951171875,0
1,0,1,1,57,1,1,0,1,1,0,1,0,0,0,0,0,65.19999694824219,3687.85009765625,0
0,1,1,0,16,1,1,1,0,0,0,0,1,0,0,1,1,85.05000305175781,1391.1500244140625,0
0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,1,3,55.79999923706055,274.3500061035156,0
0,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4000015258789,1214.050048828125,1
1,1,0,0,56,1,1,1,0,1,1,0,1,1,1,1,0,104.75,5510.64990234375,1
0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,0,19.950000762939453,1322.8499755859375,0
1,1,0,0,21,1,1,1,0,0,0,0,1,1,0,1,2,94.25,1973.75,1
1,0,1,1,48,0,0,0,1,0,1,0,0,1,1,0,1,45.0,2196.300048828125,0
1,0,1,0,68,1,1,1,1,1,1,1,1,1,2,0,0,114.9000015258789,7843.5498046875,0
1,0,0,0,30,1,1,1,1,0,0,1,1,1,0,0,0,106.4000015258789,3211.89990234375,0
1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.09999847412109,130.14999389648438,0
1,1,0,0,14,0,0,0,1,0,1,1,0,0,2,0,3,39.70000076293945,692.3499755859375,0
1,0,0,1,4,1,0,2,0,0,0,0,0,0,0,1,0,20.049999237060547,85.5,0
1,0,1,1,71,1,1,1,0,1,1,0,0,1,2,1,1,95.75,6849.39990234375,0
0,0,1,1,8,1,1,2,0,0,0,0,0,0,1,0,3,24.399999618530277,203.9499969482422,0
0,0,1,1,61,0,0,0,1,0,1,0,0,0,0,0,0,33.599998474121094,2117.199951171875,0
0,0,1,1,72,1,1,1,0,1,1,1,0,0,2,0,0,90.4499969482422,6565.85009765625,0
1,0,0,0,5,1,1,1,0,0,0,0,1,0,0,1,2,84.0,424.75,0
1,0,0,0,49,1,0,0,1,1,1,1,0,0,2,0,0,67.4000015258789,3306.85009765625,0
0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,1,0,19.700000762939453,168.89999389648438,0
0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,2,80.3499984741211,253.8000030517578,0
0,0,1,1,9,1,0,2,0,0,0,0,0,0,2,0,3,19.600000381469727,197.3999938964844,0
0,0,1,1,67,1,0,0,1,1,0,0,0,0,2,1,0,54.20000076293945,3838.199951171875,0
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.20000076293945,2065.14990234375,0
1,0,1,0,67,1,1,0,1,1,1,0,0,1,1,0,3,75.0999984741211,5064.4501953125,0
1,0,1,0,55,1,0,2,0,0,0,0,0,0,1,0,2,19.700000762939453,1140.050048828125,0
0,0,1,0,33,1,1,0,1,1,1,0,1,0,0,1,0,72.75,2447.449951171875,0
0,0,1,1,62,1,0,2,0,0,0,0,0,0,2,0,1,20.049999237060547,1263.9000244140625,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95000076293945,45.95000076293945,1
0,0,1,1,49,0,0,0,1,0,0,0,0,1,0,1,2,39.20000076293945,1838.1500244140625,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,44.75,0
0,0,1,0,14,1,1,1,0,1,1,0,0,0,0,1,2,82.6500015258789,1185.0,0
0,1,0,0,18,1,1,1,0,0,1,1,1,0,0,0,0,93.9000015258789,1743.9000244140625,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1500015258789,70.1500015258789,1
1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,85.55000305175781,85.55000305175781,1
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,117.1500015258789,8529.5,0
0,0,0,0,64,1,1,1,1,0,1,1,0,1,2,0,1,99.25,6549.4501953125,0
0,0,1,0,69,1,1,1,1,1,1,1,1,1,2,1,0,112.5500030517578,7806.5,0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2,25.700000762939453,25.700000762939453,0
0,0,1,1,71,1,1,0,1,1,1,1,1,1,2,0,1,90.3000030517578,6287.2998046875,0
1,0,1,1,66,1,0,0,0,0,0,1,0,0,1,1,1,49.400001525878906,3251.85009765625,0
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,19.399999618530277,50.59999847412109,0
1,1,1,0,71,1,0,1,1,1,1,1,1,1,2,1,0,109.6999969482422,7904.25,0
0,0,0,0,11,1,0,0,0,1,0,0,1,0,1,1,2,61.25,729.9500122070312,0
0,0,0,1,47,1,0,0,1,1,0,0,0,0,0,1,2,55.29999923706055,2654.050048828125,0
1,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.30000305175781,2416.550048828125,1
0,1,1,0,32,1,1,1,0,1,1,0,1,1,0,0,0,106.3499984741211,3520.75,1
0,0,1,1,60,1,1,1,0,1,0,1,1,1,0,1,0,103.75,5969.9501953125,0
0,0,0,0,11,1,0,2,0,0,0,0,0,0,1,0,3,19.5,226.8000030517578,0
1,0,0,0,29,0,0,0,1,1,0,1,0,0,1,0,1,39.5,1082.75,0
0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,1,2,26.049999237060547,565.75,0
0,1,1,0,48,1,1,1,0,0,1,0,0,1,0,1,1,91.0500030517578,4370.75,0
1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,3,29.649999618530277,90.05000305175781,0
1,0,1,1,43,1,0,0,0,1,0,0,0,0,0,0,3,50.20000076293945,2169.39990234375,0
0,0,0,0,5,1,1,1,0,1,1,0,1,1,0,0,2,105.3000030517578,550.5999755859375,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,55.45000076293945,55.45000076293945,0
0,0,1,1,71,1,1,0,1,0,1,1,1,1,1,0,2,85.44999694824219,6300.85009765625,0
1,0,1,1,8,1,0,2,0,0,0,0,0,0,1,0,2,19.799999237060547,160.0500030517578,0
0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,2,59.25,436.6000061035156,0
0,0,0,0,20,1,1,1,0,0,1,0,1,0,0,1,1,90.6999969482422,1781.3499755859375,0
1,0,1,1,33,1,1,1,1,0,1,0,1,1,1,1,3,103.6999969482422,3467.0,1
0,0,0,0,71,1,1,1,0,1,0,0,0,0,1,1,1,79.05000305175781,5552.5,0
1,1,1,0,31,1,1,1,0,0,1,0,1,0,1,1,2,90.6999969482422,2835.5,0
1,1,1,0,38,1,1,1,1,1,0,0,0,1,1,0,1,95.0,3591.25,0
0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,88.3499984741211,88.3499984741211,1
1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,3,30.25,63.75,0
1,0,1,0,12,0,0,0,0,0,1,0,1,1,0,1,0,49.84999847412109,617.1500244140625,0
1,0,0,1,9,1,0,1,1,0,1,1,0,1,0,0,0,93.0,870.25,0
0,1,0,1,11,1,0,0,0,1,0,1,0,0,0,1,2,54.54999923706055,601.25,0
0,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.700000762939453,111.6500015258789,0
1,0,1,0,71,1,0,0,1,1,1,1,1,1,1,1,0,84.80000305175781,6046.10009765625,0
1,0,1,1,42,1,1,1,1,1,0,0,1,0,1,1,1,94.4499969482422,3923.800048828125,0
1,0,1,1,8,1,0,1,0,0,1,0,1,1,0,1,2,94.1999969482422,777.2999877929688,1
1,0,0,0,5,1,0,1,0,1,0,0,1,1,0,1,2,96.25,512.4500122070312,1
1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.69999694824219,141.4499969482422,1
1,0,1,1,45,1,0,2,0,0,0,0,0,0,2,0,3,20.850000381469727,892.1500244140625,0
0,0,1,1,28,0,0,0,0,1,1,1,1,1,1,1,1,60.0,1682.050048828125,0
1,0,1,0,43,1,1,1,0,1,0,0,0,0,0,0,2,80.44999694824219,3398.89990234375,0
0,0,0,1,60,1,1,0,1,0,1,1,1,1,2,1,2,84.94999694824219,4984.85009765625,0
1,0,1,0,42,0,0,0,0,1,0,1,0,0,1,0,3,33.54999923706055,1445.300048828125,1
0,0,1,1,7,0,0,0,1,0,1,1,0,1,2,0,1,49.650001525878906,305.54998779296875,0
1,0,1,0,25,1,0,2,0,0,0,0,0,0,1,1,0,20.200000762939453,507.8999938964844,0
1,1,1,1,40,1,1,1,0,0,0,0,1,1,0,1,1,94.5500030517578,3640.449951171875,1
0,0,0,0,27,1,1,1,0,0,1,0,1,1,1,1,0,100.5,2673.449951171875,0
0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,2,35.75,389.7999877929688,0
1,1,0,0,27,1,1,1,0,1,1,0,0,0,0,1,0,86.44999694824219,2401.050048828125,0
1,0,0,0,11,1,0,0,0,0,1,1,0,0,1,0,0,53.79999923706055,651.5499877929688,0
0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,1,38.54999923706055,156.10000610351562,0
0,0,0,0,68,0,0,0,0,0,1,0,0,1,0,1,0,39.900001525878906,2796.35009765625,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05000305175781,70.05000305175781,0
1,0,0,0,18,1,0,2,0,0,0,0,0,0,1,0,3,20.100000381469727,407.0499877929688,0
1,0,0,0,57,1,1,1,1,1,1,0,1,1,2,1,0,112.9499969482422,6465.0,1
0,0,0,0,26,1,0,2,0,0,0,0,0,0,0,1,2,20.299999237060547,511.25,0
1,0,1,0,17,0,0,0,0,1,1,0,0,0,0,1,1,35.650001525878906,646.0499877929688,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,35.900001525878906,35.900001525878906,1
0,0,0,1,38,1,1,1,0,0,1,0,1,1,0,1,0,99.25,3777.14990234375,1
0,1,1,0,59,1,0,1,1,1,1,0,0,0,1,1,1,82.94999694824219,4903.14990234375,0
0,0,0,0,30,1,0,0,1,0,1,0,0,0,2,1,3,55.650001525878906,1653.8499755859375,0
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,24.450000762939453,47.5,1
1,1,1,0,50,1,1,2,0,0,0,0,0,0,1,0,2,25.200000762939453,1306.300048828125,0
0,0,0,0,9,0,0,0,1,0,1,1,0,1,1,0,3,50.79999923706055,463.6000061035156,0
1,0,1,1,3,1,0,2,0,0,0,0,0,0,0,0,3,19.649999618530277,60.650001525878906,0
1,0,0,1,14,1,0,0,0,0,1,0,1,0,0,1,1,59.79999923706055,824.8499755859375,0
1,1,0,0,31,1,0,1,1,0,0,0,0,0,0,1,1,73.55000305175781,2094.64990234375,0
1,0,0,0,7,1,0,0,1,1,1,0,0,0,0,0,2,61.400001525878906,438.8999938964844,0
1,0,0,0,8,1,1,1,1,0,0,1,1,1,0,1,0,103.3499984741211,847.2999877929688,1
0,0,1,1,17,1,0,2,0,0,0,0,0,0,1,0,0,19.899999618530277,329.75,0
0,0,1,1,32,1,0,2,0,0,0,0,0,0,0,1,1,19.450000762939453,674.5499877929688,0
1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,3,81.5,162.5500030517578,0
0,1,0,0,7,1,1,1,0,0,0,0,1,0,0,1,2,84.80000305175781,546.9500122070312,1
1,0,1,1,72,1,1,1,1,1,1,0,1,1,2,0,1,109.5500030517578,7887.25,0
1,1,0,0,31,1,1,1,0,1,0,0,1,1,0,1,2,99.9499969482422,3186.64990234375,1
1,0,1,1,27,1,0,1,1,0,0,0,0,0,0,0,3,74.4000015258789,1972.3499755859373,0
1,0,0,0,18,1,1,1,0,1,0,0,1,0,0,1,1,90.0,1527.3499755859375,1
0,0,0,0,7,1,0,1,0,0,1,0,0,0,0,1,2,74.9000015258789,490.5499877929688,0
1,1,0,0,14,1,1,1,0,1,1,0,1,1,0,1,2,104.8499984741211,1531.4000244140625,1
0,0,1,1,11,1,0,0,0,0,1,0,1,0,0,1,0,59.650001525878906,683.25,0
1,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,0,110.4499969482422,8058.85009765625,0
0,0,1,1,28,1,1,1,1,1,0,0,1,1,1,0,2,106.0999984741211,2847.39990234375,1
0,1,0,0,15,1,1,1,0,0,0,0,0,0,0,1,1,74.19999694824219,1133.9000244140625,1
1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,1,2,74.44999694824219,294.45001220703125,0
1,0,0,0,71,1,1,2,0,0,0,0,0,0,2,0,2,24.549999237060547,1719.1500244140625,0
1,0,0,0,5,1,0,1,0,1,0,1,0,1,0,1,2,89.3499984741211,461.7000122070313,1
0,0,1,1,47,1,1,2,0,0,0,0,0,0,2,0,3,24.549999237060547,1160.449951171875,0
0,1,1,0,57,1,0,1,0,1,1,0,1,0,1,1,2,90.6500015258789,5199.7998046875,0
0,1,1,0,50,1,1,1,1,0,1,0,1,1,2,1,1,105.0500030517578,5163.2998046875,0
0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,1,1,20.450000762939453,162.3000030517578,0
1,0,1,1,48,1,0,2,0,0,0,0,0,0,2,0,3,19.549999237060547,883.3499755859375,0
1,0,0,0,70,1,0,2,0,0,0,0,0,0,1,0,0,19.700000762939453,1341.5,0
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,70.44999694824219,70.44999694824219,0
0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,1,0,85.6500015258789,659.4500122070312,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,77.1500015258789,77.1500015258789,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,35.25,35.25,1
0,0,1,1,60,1,0,2,0,0,0,0,0,0,2,0,3,20.549999237060547,1205.050048828125,0
0,0,1,1,49,1,1,1,0,0,0,1,1,1,1,1,2,97.9499969482422,4917.89990234375,0
0,0,1,0,4,0,0,0,0,1,0,0,1,1,0,1,2,48.54999923706055,201.0,1
1,0,0,0,29,1,0,2,0,0,0,0,0,0,1,0,3,20.0,599.2999877929688,0
1,0,1,0,67,1,1,2,0,0,0,0,0,0,2,1,1,25.25,1733.1500244140625,0
1,0,1,0,53,1,1,1,0,1,0,0,1,1,0,1,1,98.4000015258789,5149.5,1
0,0,1,0,67,1,1,0,1,1,1,1,0,0,2,0,1,70.9000015258789,4677.10009765625,0
1,0,1,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.850000381469727,119.3000030517578,0
1,0,0,0,47,1,1,1,0,1,1,0,1,1,0,1,2,106.3499984741211,4849.10009765625,0
1,0,0,0,53,1,0,1,1,1,1,1,0,1,2,0,3,99.5,5424.25,0
0,0,1,0,69,1,0,0,1,1,1,1,1,1,2,1,3,84.69999694824219,5878.89990234375,0
0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,3,86.05000305175781,244.8500061035156,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.54999923706055,220.75,0
0,0,1,1,56,1,1,0,1,1,0,1,0,1,2,1,1,75.8499984741211,4261.2001953125,0
0,1,1,0,59,1,1,1,0,0,0,0,1,1,0,1,0,93.8499984741211,5574.75,1
0,1,1,0,61,1,1,2,0,0,0,0,0,0,2,0,0,25.0,1501.75,0
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,89.75,0
0,1,1,1,46,1,1,1,1,1,1,0,1,0,0,1,2,100.6999969482422,4541.2001953125,1
0,0,1,1,12,1,0,2,0,0,0,0,0,0,0,0,3,20.5,255.5,0
1,0,0,0,14,1,1,1,0,0,1,0,0,0,0,1,2,80.44999694824219,1072.0,1
1,0,1,1,28,1,1,1,0,0,0,1,0,1,1,1,2,90.4499969482422,2509.25,0
0,0,0,0,24,1,0,0,1,1,0,1,0,0,0,0,0,60.45000076293945,1440.75,0
0,0,0,0,31,1,0,0,0,0,1,1,0,0,0,1,2,55.25,1715.6500244140625,1
1,0,1,1,68,1,1,0,1,1,1,1,0,1,1,1,2,78.44999694824219,5333.35009765625,0
0,0,0,1,39,1,1,1,0,0,0,1,1,1,2,0,3,100.5500030517578,3895.35009765625,0
1,0,1,0,42,1,0,2,0,0,0,0,0,0,0,0,1,20.350000381469727,869.9000244140625,0
0,0,1,0,13,0,0,0,1,0,0,1,1,1,0,1,2,54.45000076293945,706.8499755859375,1
1,0,1,0,6,1,1,1,0,1,0,0,0,1,0,1,2,90.75,512.25,0
0,0,0,0,35,1,1,1,0,0,0,0,0,0,0,0,1,75.3499984741211,2636.050048828125,1
1,0,1,0,38,1,0,2,0,0,0,0,0,0,1,1,1,20.25,814.75,0
0,0,0,0,18,1,0,2,0,0,0,0,0,0,2,0,1,20.049999237060547,388.6000061035156,0
1,0,1,0,4,1,0,2,0,0,0,0,0,0,0,0,3,19.600000381469727,93.4499969482422,0
0,0,1,0,27,1,0,0,0,1,0,1,0,0,0,1,2,53.79999923706055,1389.8499755859375,0
0,0,0,1,41,1,0,0,1,1,1,0,1,0,1,0,3,70.19999694824219,2894.550048828125,0
0,0,1,1,50,1,0,0,1,0,0,1,1,1,1,0,2,75.5,4025.60009765625,0
0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,2,20.350000381469727,1354.4000244140625,0
1,0,0,0,70,1,1,2,0,0,0,0,0,0,1,0,1,26.049999237060547,1856.4000244140625,0
0,0,1,1,44,1,0,2,0,0,0,0,0,0,1,0,0,20.600000381469727,926.0,0
0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,2,75.69999694824219,189.1999969482422,1
1,0,1,1,34,1,0,2,0,0,0,0,0,0,1,1,0,20.100000381469727,682.0999755859375,0
1,1,1,0,72,1,1,2,0,0,0,0,0,0,2,0,0,24.299999237060547,1778.699951171875,0
0,0,1,0,71,1,1,2,0,0,0,0,0,0,2,1,2,24.5,1816.199951171875,0
1,0,0,0,64,1,1,1,0,1,1,1,1,1,2,1,1,110.5,7069.25,0
1,0,1,0,72,1,1,2,0,0,0,0,0,0,2,1,0,25.25,1841.199951171875,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,74.25,74.25,1
0,1,1,0,29,1,0,1,1,0,1,0,0,1,1,0,0,90.0999984741211,2656.699951171875,0
1,0,1,0,23,1,0,0,1,0,1,1,0,1,1,1,0,68.75,1689.449951171875,0
0,0,1,1,52,1,0,2,0,0,0,0,0,0,2,0,3,19.200000762939453,1054.75,0
1,1,0,0,25,1,1,1,0,1,0,0,0,1,0,1,2,89.69999694824219,2187.550048828125,1
1,0,0,0,64,1,1,1,1,1,1,1,1,1,2,1,0,115.0999984741211,7334.0498046875,0
1,1,0,0,16,1,1,1,0,0,0,0,1,1,0,1,2,96.4000015258789,1581.199951171875,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.5,69.5,1
0,0,0,0,24,1,1,1,0,1,0,0,1,1,0,1,0,99.6500015258789,2404.85009765625,0
0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,2,91.4499969482422,171.4499969482422,0
1,0,1,1,34,1,0,0,1,1,1,1,1,1,2,0,3,84.75,2839.449951171875,0
0,1,1,0,36,1,1,1,0,0,0,0,0,1,0,1,1,85.25,3132.75,1
0,0,1,1,53,1,1,0,0,0,1,1,1,1,1,1,3,78.75,3942.449951171875,0
1,0,1,1,47,1,0,2,0,0,0,0,0,0,2,0,1,20.25,873.4000244140625,0
0,0,0,1,72,1,0,2,0,0,0,0,0,0,2,0,1,19.899999618530277,1529.6500244140625,0
0,0,1,1,72,1,1,1,1,1,0,1,0,1,2,1,1,97.75,6991.60009765625,0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.399999618530277,19.399999618530277,1
